"","shipID","work_time","start_time","end_time","date","moving_time","status","port","place1","place2","dist","turn","weight_lv","seven","day","pilotID","tug1","tug2","tug3","tug.cnt"
"582","385344",13,2017-01-05 18:37:00,2017-01-05 10:50:00,2017-01-05 10:30:00,15.3681400160073,"3","1",NA,"1052",4743.63255160757,0,1,0,1,"103","245",NA,NA,1
"586","396923",10,2017-01-05 15:50:00,2017-01-05 08:00:00,2017-01-05 07:00:00,9.3905663020498,"3","1",NA,"1062",6441.25675090205,0,6,1,1,"88","155",NA,NA,1
"590","449911",33,2017-01-05 15:57:00,2017-01-05 08:30:00,2017-01-05 07:00:00,28.3477321814255,"1","1",NA,"1007",4640.07694046868,0,8,1,1,"93","145",NA,NA,1
"594","336408",27,2017-01-05 14:40:00,2017-01-05 07:07:00,2017-01-05 06:00:00,12.5643159517789,"3","2",NA,"1098",4931.55423793895,0,1,0,1,"48","163","109",NA,2
"598","533009",38,2017-01-05 21:52:00,2017-01-05 14:30:00,2017-01-05 13:00:00,5.40987651504003,"2","2","1091","1103",8425.7452296221,0,1,0,1,"83","163","162",NA,2
"599","321613",20,2017-01-05 16:00:00,2017-01-05 08:20:00,2017-01-05 07:00:00,0,"3","1",NA,"1030",4828.11140921905,0,1,1,1,"94","321","245",NA,2
"600","509264",32,2017-01-05 15:08:00,2017-01-05 07:40:00,2017-01-05 07:00:00,32.6987794600432,"1","1",NA,"1040",4888.14860473248,0,1,1,1,"84","241",NA,NA,1
"601","395978",12,2017-01-05 21:28:00,2017-01-05 13:40:00,2017-01-05 13:00:00,9.22282660272465,"3","1",NA,"1005",2501.81728783218,0,8,0,1,"103","322",NA,NA,1
"609","533009",35,2017-01-05 21:52:00,2017-01-05 14:27:00,2017-01-05 13:00:00,5.40987651504003,"2","2","1091","1103",8425.7452296221,0,1,0,1,"83","163","162",NA,2
"626","321613",20,2017-01-05 16:00:00,2017-01-05 08:20:00,2017-01-05 07:00:00,0,"3","1",NA,"1030",4828.11140921905,0,1,1,1,"94","321","245",NA,2
"629","356484",20,2017-01-06 14:30:00,2017-01-06 06:50:00,2017-01-06 06:00:00,32.8578031535393,"3","1",NA,"1054",5127.7611217126,0,8,0,1,"48","112",NA,NA,1
"630","437247",5,2017-01-06 22:40:00,2017-01-06 14:45:00,2017-01-06 14:00:00,9.83633457256743,"3","1",NA,"1062",6441.25675090205,0,1,0,1,"86","109",NA,NA,1
"632","374563",60,2017-01-06 15:50:00,2017-01-06 08:50:00,2017-01-06 07:00:00,6,"1","2",NA,"1054",6319.09743934539,0,6,1,1,"72","321","101",NA,2
"634","389838",20,2017-01-06 19:50:00,2017-01-06 12:10:00,2017-01-06 11:00:00,27.3038697386037,"1","2",NA,"1077",4788.66903090889,1,1,0,1,"84","106",NA,NA,1
"636","532975",7,2017-01-06 16:58:00,2017-01-06 09:05:00,2017-01-06 08:00:00,3.68173281853624,"3","2",NA,"1104",4186.10735735725,1,1,0,1,"98","171","109",NA,2
"647","531324",10,2017-01-06 15:50:00,2017-01-06 08:00:00,2017-01-06 07:00:00,7.24162732053898,"3","1",NA,"4051",4553.09416292005,-1,1,1,1,"87","241",NA,NA,1
"648","371734",33,2017-01-06 16:37:00,2017-01-06 09:10:00,2017-01-06 08:00:00,6,"1","1",NA,"4051",6405.09416292005,-1,1,0,1,"92","145",NA,NA,1
"650","527246",47,2017-01-06 15:43:00,2017-01-06 08:30:00,2017-01-06 07:00:00,20.4317976096372,"1","1",NA,"1034",5990.65003643242,0,1,1,1,"77","322","451",NA,2
"657","315974",3,2017-01-06 17:12:00,2017-01-06 09:15:00,2017-01-06 09:00:00,9.45918422970974,"3","1",NA,"1065",7096.63480793989,0,6,0,1,"96","155",NA,NA,1
"663","388742",41,2017-01-06 09:19:00,2017-01-06 02:00:00,2017-01-06 00:30:00,6,"1","1",NA,"1030",6680.11140921905,0,1,0,0,"97","145",NA,NA,1
"671","532975",7,2017-01-06 16:58:00,2017-01-06 09:05:00,2017-01-06 08:00:00,3.68173281853624,"3","2",NA,"1104",4186.10735735725,1,1,0,1,"98","171","109",NA,2
"673","398209",36,2017-01-06 15:34:00,2017-01-06 08:10:00,2017-01-06 07:00:00,15.9675750697107,"1","1",NA,"1048",5841.3286668792,0,8,1,1,"97","112",NA,NA,1
"675","940321",27,2017-01-06 17:03:00,2017-01-06 09:30:00,2017-01-06 08:30:00,40.6851172678186,"1","1",NA,"1122",9045.69318271519,0,1,0,1,"56","155",NA,NA,1
"676","533092",35,2017-01-06 15:25:00,2017-01-06 08:00:00,2017-01-06 07:00:00,28.3477321814255,"1","1",NA,"1030",6680.11140921905,0,1,1,1,"103","145",NA,NA,1
"680","483648",10,2017-01-06 09:40:00,2017-01-06 01:50:00,2017-01-06 01:30:00,0.713147977735692,"3","1",NA,"1058",5872.10915705979,0,6,0,0,"77","321",NA,NA,1
"682","903485",27,2017-01-06 20:00:00,2017-01-06 12:27:00,2017-01-06 11:00:00,11.8000729022242,"1","2",NA,"1095",6588.53591706509,0,1,0,1,"86","155",NA,NA,1
"685","334626",35,2017-01-06 11:25:00,2017-01-06 04:00:00,2017-01-06 02:30:00,6,"1","1",NA,"1058",7724.10915705979,0,1,0,0,"76","145",NA,NA,1
"691","381519",45,2017-01-06 18:05:00,2017-01-06 10:50:00,2017-01-06 09:30:00,29.3057014558807,"1","1",NA,"1048",5841.3286668792,0,8,0,1,"101","112",NA,NA,1
"697","533343",53,2017-01-06 20:27:00,2017-01-06 13:20:00,2017-01-06 12:00:00,45.4091771677091,"1","1",NA,"1029",6941.92789464936,0,1,0,1,"83","321","322",NA,2
"702","507547",15,2017-01-06 20:45:00,2017-01-06 13:00:00,2017-01-06 12:30:00,15.0685619578834,"3","1",NA,"1005",2501.81728783218,0,8,0,1,"98","112",NA,NA,1
"705","533343",43,2017-01-06 20:27:00,2017-01-06 13:10:00,2017-01-06 12:00:00,45.4091771677091,"1","1",NA,"1029",6941.92789464936,0,1,0,1,"83","321","322",NA,2
"706","374563",60,2017-01-06 15:50:00,2017-01-06 08:50:00,2017-01-06 07:00:00,6,"1","2",NA,"1054",6319.09743934539,0,6,1,1,"72","321","101",NA,2
"707","315974",34,2017-01-06 10:46:00,2017-01-06 03:20:00,2017-01-06 01:30:00,28.3477321814255,"1","1",NA,"1065",8948.63480793989,1,6,0,0,"88","165",NA,NA,1
"712","500496",35,2017-01-06 21:35:00,2017-01-06 14:10:00,2017-01-06 13:00:00,1.42633363220785,"3","2",NA,"1066",2767.33659376013,0,1,0,1,"71","162",NA,NA,1
"715","335169",26,2017-01-06 14:39:00,2017-01-06 07:05:00,2017-01-06 06:00:00,6,"1","2",NA,"1075",5128.17639050448,0,1,0,1,"101","109",NA,NA,1
"716","394831",15,2017-01-06 13:15:00,2017-01-06 05:30:00,2017-01-06 05:00:00,10.6622000093904,"3","1",NA,"1009",3076.65817151736,0,1,0,0,"94","145",NA,NA,1
"733","388742",5,2017-01-06 23:45:00,2017-01-06 15:50:00,2017-01-06 15:30:00,5.90282105943389,"3","1",NA,"1030",4828.11140921905,0,1,0,1,"61","145",NA,NA,1
"741","527246",47,2017-01-06 15:43:00,2017-01-06 08:30:00,2017-01-06 07:00:00,20.4317976096372,"1","1",NA,"1034",5990.65003643242,0,1,1,1,"77","322","451",NA,2
"744","509264",5,2017-01-06 22:15:00,2017-01-06 14:20:00,2017-01-06 14:00:00,0,"3","1",NA,"1040",3036.14860473248,1,1,0,1,"103","145",NA,NA,1
"746","308129",10,2017-01-06 20:20:00,2017-01-06 12:30:00,2017-01-06 12:00:00,12.069638137481,"3","1",NA,"1051",4553.09416292005,0,1,0,1,"94","143",NA,NA,1
"747","500496",36,2017-01-06 14:26:00,2017-01-06 07:02:00,2017-01-06 05:30:00,6,"1","2",NA,"1066",4619.33659376013,0,1,0,0,"79","163",NA,NA,1
"748","392448",32,2017-01-06 21:48:00,2017-01-06 14:20:00,2017-01-06 13:30:00,38.9577969049388,"1","1",NA,"1062",8293.25675090206,0,1,0,1,"61","155",NA,NA,1
"755","942111",7,2017-01-07 22:33:00,2017-01-07 14:40:00,2017-01-07 14:00:00,25.762369912623,"3","1",NA,"4031",4619.12962920096,-1,1,0,1,"91","145",NA,NA,1
"761","374326",30,2017-01-07 15:30:00,2017-01-07 08:00:00,2017-01-07 07:00:00,7.89993887366959,"3","2",NA,"1076",3014.77703531519,0,1,1,1,"94","155",NA,NA,1
"764","385387",32,2017-01-07 16:28:00,2017-01-07 09:00:00,2017-01-07 08:00:00,9.49930895795096,"3","2",NA,"1056",4098.84032026222,0,1,0,1,"83","321",NA,NA,1
"768","528188",10,2017-01-07 17:10:00,2017-01-07 09:20:00,2017-01-07 09:00:00,2.0158982577229,"3","1",NA,"4052",4743.63255160757,-1,8,0,1,"87","112",NA,NA,1
"774","472786",33,2017-01-07 15:17:00,2017-01-07 07:50:00,2017-01-07 07:00:00,28.3477321814255,"1","1",NA,"1008",4784.12003168753,0,6,1,1,"82","451",NA,NA,1
"775","319376",71,2017-01-07 18:29:00,2017-01-07 11:40:00,2017-01-07 09:30:00,32.4192437226531,"1","1",NA,"1031",6471.12962920096,0,1,0,1,"84","112","321",NA,2
"782","385913",44,2017-01-07 14:06:00,2017-01-07 06:50:00,2017-01-07 06:00:00,13.875351260143,"2","1","1055","1095",7066.07725752369,0,8,0,1,"84","322",NA,NA,1
"786","373761",10,2017-01-07 15:20:00,2017-01-07 07:30:00,2017-01-07 07:00:00,5.26661795636737,"3","1",NA,"1043",3090.1321455364,0,8,1,1,"73","112",NA,NA,1
"787","395323",18,2017-01-07 11:22:00,2017-01-07 03:40:00,2017-01-07 02:30:00,7.7542634872337,"3","2",NA,"1070",2393.48266305947,0,1,0,0,"98","109",NA,NA,1
"790","533254",77,2017-01-07 16:01:00,2017-01-07 09:18:00,2017-01-07 07:00:00,28.3477321814255,"1","2",NA,"1104",6038.10735735725,1,1,1,1,"64","104","162",NA,2
"792","371734",10,2017-01-07 23:40:00,2017-01-07 15:50:00,2017-01-07 15:00:00,14.9647828159858,"3","1",NA,"4051",4553.09416292005,-1,1,0,1,"94","145",NA,NA,1
"796","533254",64,2017-01-07 16:01:00,2017-01-07 09:05:00,2017-01-07 07:00:00,28.3477321814255,"1","2",NA,"1104",6038.10735735725,1,1,1,1,"64","104","162",NA,2
"800","921033",10,2017-01-07 09:00:00,2017-01-07 01:10:00,2017-01-07 01:00:00,5.05758482315441,"3","1",NA,"1032",4454.61486217467,0,6,0,0,"96","322",NA,NA,1
"802","367893",81,2017-01-07 16:42:00,2017-01-07 10:03:00,2017-01-07 07:00:00,18.9365087703909,"1","2",NA,"4061",5366.05099581148,-1,6,1,1,"98","171","172",NA,2
"806","379913",0,2017-01-07 18:10:00,2017-01-07 10:10:00,2017-01-07 09:30:00,11.0889045674943,"3","2",NA,"1503",NA,-1,8,0,1,"94","145",NA,NA,1
"808","505846",47,2017-01-07 15:46:00,2017-01-07 08:33:00,2017-01-07 07:00:00,-0.00323974082073434,"1","2",NA,"1072",4692.22946222898,0,1,1,1,"56","163","172",NA,2
"809","367893",78,2017-01-07 16:42:00,2017-01-07 10:00:00,2017-01-07 07:00:00,18.9365087703909,"1","2",NA,"4061",5366.05099581148,-1,6,1,1,"98","171","172",NA,2
"812","478814",46,2017-01-07 22:19:00,2017-01-07 15:05:00,2017-01-07 13:30:00,28.3477321814255,"1","1",NA,"1061",8075.09688132476,0,1,0,1,"87","109",NA,NA,1
"813","406163",28,2017-01-07 16:42:00,2017-01-07 09:10:00,2017-01-07 07:30:00,45.4091771677091,"1","1",NA,"1005",4353.81728783218,0,1,1,1,"88","145",NA,NA,1
"815","319376",61,2017-01-07 18:29:00,2017-01-07 11:30:00,2017-01-07 09:30:00,32.4192437226531,"1","1",NA,"1031",6471.12962920096,0,1,0,1,"84","112","321",NA,2
"821","449296",32,2017-01-07 23:28:00,2017-01-07 16:00:00,2017-01-07 14:30:00,11.3846144572726,"3","2",NA,"1097",4669.57211451525,0,8,0,1,"98","172","163","165",3
"834","449296",12,2017-01-07 23:28:00,2017-01-07 15:40:00,2017-01-07 14:30:00,11.3846144572726,"3","2",NA,"1097",4669.57211451525,0,8,0,1,"98","172","163","165",3
"839","903418",42,2017-01-07 15:08:00,2017-01-07 07:50:00,2017-01-07 07:00:00,40.6851172678186,"1","1",NA,"1051",6405.09416292005,0,1,1,1,"96","145",NA,NA,1
"857","449296",32,2017-01-07 23:28:00,2017-01-07 16:00:00,2017-01-07 14:30:00,11.3846144572726,"3","2",NA,"1097",4669.57211451525,0,8,0,1,"98","172","163","165",3
"859","383147",2,2017-01-07 19:48:00,2017-01-07 11:50:00,2017-01-07 11:30:00,5.90282105943389,"3","1",NA,"1046",3622.05872212091,0,6,0,1,"83","322",NA,NA,1
"864","532665",8,2017-01-07 15:22:00,2017-01-07 07:30:00,2017-01-07 07:00:00,12.7898372467794,"3","1",NA,"4049",4175.76506786373,-1,6,1,1,"87","322",NA,NA,1
"865","923931",20,2017-01-07 22:50:00,2017-01-07 15:10:00,2017-01-07 14:30:00,39.9316892008639,"3","1",NA,"1006",2644.60969965072,0,8,0,1,"78","112",NA,NA,1
"866","505137",49,2017-01-07 19:41:00,2017-01-07 12:30:00,2017-01-07 11:00:00,28.3477321814255,"1","1",NA,"4052",6595.63255160757,-1,1,0,1,"90","145",NA,NA,1
"868","307726",55,2017-01-07 20:55:00,2017-01-07 13:50:00,2017-01-07 13:00:00,1.97498198297304,"2","2","1045","1102",9354.83718076203,0,8,0,1,"102","145",NA,NA,1
"871","483087",3,2017-01-07 20:35:00,2017-01-07 12:38:00,2017-01-07 12:30:00,21.5753005990025,"3","1",NA,"1060",6112.37475601805,0,1,0,1,"61","155",NA,NA,1
"874","505846",39,2017-01-07 15:46:00,2017-01-07 08:25:00,2017-01-07 07:00:00,-0.00323974082073434,"1","2",NA,"1072",4692.22946222898,0,1,1,1,"56","163","172",NA,2
"879","923931",37,2017-01-07 15:33:00,2017-01-07 08:10:00,2017-01-07 07:00:00,33.4572320707787,"1","1",NA,"1006",4496.60969965072,0,8,1,1,"101","321",NA,NA,1
"883","533327",10,2017-01-08 17:05:00,2017-01-08 09:15:00,2017-01-08 08:30:00,18.0822743488121,"3","2",NA,"1111",2493.46252558726,0,1,0,1,"67","162","163",NA,2
"886","319252",57,2017-01-08 19:53:00,2017-01-08 12:50:00,2017-01-08 11:30:00,6,"1","1",NA,"1058",7724.10915705979,0,1,0,1,"74","321","322",NA,2
"887","346012",37,2017-01-08 20:33:00,2017-01-08 13:10:00,2017-01-08 11:30:00,45.1869454608843,"1","1",NA,"1030",6680.11140921905,1,1,0,1,"99","145",NA,NA,1
"888","356204",35,2017-01-08 15:35:00,2017-01-08 08:10:00,2017-01-08 07:00:00,27.8636819424874,"1","2",NA,"1103",8600.58982624778,0,1,1,1,"56","104","106",NA,2
"890","319449",15,2017-01-08 23:15:00,2017-01-08 15:30:00,2017-01-08 15:00:00,1.31664486233934,"3","1",NA,"1046",3622.05872212091,0,1,0,1,"91","145",NA,NA,1
"893","314765",66,2017-01-08 22:09:00,2017-01-08 15:15:00,2017-01-08 13:00:00,6,"1","2",NA,"1097",6521.57211451525,0,1,0,1,"61","171","162","163",3
"894","401218",10,2017-01-08 22:30:00,2017-01-08 14:40:00,2017-01-08 14:00:00,31.002574583602,"3","1",NA,"1044",3264.35508881326,1,1,0,1,"84","112",NA,NA,1
"895","389919",46,2017-01-08 14:44:00,2017-01-08 07:30:00,2017-01-08 06:00:00,25.0241117399345,"1","1",NA,"1056",7367.24978716397,0,1,0,1,"84","112","321",NA,2
"896","467022",62,2017-01-08 14:48:00,2017-01-08 07:50:00,2017-01-08 05:00:00,33.6028931533477,"1","2",NA,"1098",6783.55423793895,0,8,0,0,"87","171","172","162",3
"901","389919",46,2017-01-08 14:44:00,2017-01-08 07:30:00,2017-01-08 06:00:00,25.0241117399345,"1","1",NA,"1056",7367.24978716397,0,1,0,1,"84","112","321",NA,2
"906","531375",3,2017-01-08 22:30:00,2017-01-08 14:33:00,2017-01-08 14:00:00,9.96483139738179,"3","2",NA,"1078",3081.98778306777,0,1,0,1,"77","106",NA,NA,1
"910","467022",72,2017-01-08 14:48:00,2017-01-08 08:00:00,2017-01-08 05:00:00,33.6028931533477,"1","2",NA,"1098",6783.55423793895,0,8,0,0,"87","171","172","162",3
"913","362395",8,2017-01-08 21:22:00,2017-01-08 13:30:00,2017-01-08 13:00:00,8.96545332751663,"3","1",NA,"1065",7096.63480793989,0,8,0,1,"83","109",NA,NA,1
"914","533254",5,2017-01-08 23:50:00,2017-01-08 15:55:00,2017-01-08 15:00:00,12.8790432585863,"3","2",NA,"1104",4186.10735735725,1,1,0,1,"72","106","172",NA,2
"918","326321",32,2017-01-08 20:38:00,2017-01-08 13:10:00,2017-01-08 12:00:00,6,"1","1",NA,"1040",4888.14860473248,0,1,0,1,"48","112","241",NA,2
"919","533254",5,2017-01-08 23:50:00,2017-01-08 15:55:00,2017-01-08 15:00:00,12.8790432585863,"3","2",NA,"1104",4186.10735735725,1,1,0,1,"72","106","172",NA,2
"923","387584",38,2017-01-08 18:32:00,2017-01-08 11:10:00,2017-01-08 10:00:00,28.3477321814255,"1","1",NA,"1033",6146.29259676066,0,8,0,1,"100","112",NA,NA,1
"925","359491",31,2017-01-08 15:29:00,2017-01-08 08:00:00,2017-01-08 07:00:00,23.2390857593191,"1","1",NA,"1051",6405.09416292005,0,1,1,1,"90","145",NA,NA,1
"926","314765",66,2017-01-08 22:09:00,2017-01-08 15:15:00,2017-01-08 13:00:00,6,"1","2",NA,"1097",6521.57211451525,0,1,0,1,"61","171","162","163",3
"927","326321",32,2017-01-08 20:38:00,2017-01-08 13:10:00,2017-01-08 12:00:00,6,"1","1",NA,"1040",4888.14860473248,0,1,0,1,"48","112","241",NA,2
"928","362395",36,2017-01-08 15:54:00,2017-01-08 08:30:00,2017-01-08 07:00:00,19.2791803032253,"1","2",NA,"1065",4750.55479856604,0,8,1,1,"95","163",NA,NA,1
"929","533424",34,2017-01-08 15:26:00,2017-01-08 08:00:00,2017-01-08 07:00:00,28.3477321814255,"1","1",NA,"1037",5495.72505149772,0,1,1,1,"71","101","245",NA,2
"937","935522",33,2017-01-08 18:57:00,2017-01-08 11:30:00,2017-01-08 09:30:00,6,"1","2",NA,"1105",5845.06904046064,1,1,0,1,"56","106","109",NA,2
"939","533386",38,2017-01-08 17:50:00,2017-01-08 10:28:00,2017-01-08 09:00:00,4.48725951993128,"3","2",NA,"1105",3993.06904046064,1,8,0,1,"83","171","172",NA,2
"941","314765",64,2017-01-08 22:09:00,2017-01-08 15:13:00,2017-01-08 13:00:00,6,"1","2",NA,"1097",6521.57211451525,0,1,0,1,"61","171","162","163",3
"944","531375",20,2017-01-08 15:58:00,2017-01-08 08:18:00,2017-01-08 07:00:00,13.7542634872337,"1","2",NA,"1078",4933.98778306777,0,1,1,1,"82","109",NA,NA,1
"946","981265",41,2017-01-08 14:49:00,2017-01-08 07:30:00,2017-01-08 06:00:00,20.1374217347375,"1","1",NA,"1055",7173.13113770984,0,8,0,1,"102","241",NA,NA,1
"950","367893",45,2017-01-08 15:25:00,2017-01-08 08:10:00,2017-01-08 06:00:00,20.1612209978124,"3","2",NA,"4061",3514.05099581148,-1,6,0,1,"96","163","165",NA,2
"952","533424",34,2017-01-08 15:26:00,2017-01-08 08:00:00,2017-01-08 07:00:00,28.3477321814255,"1","1",NA,"1037",5495.72505149772,0,1,1,1,"71","101","245",NA,2
"953","333735",34,2017-01-08 15:36:00,2017-01-08 08:10:00,2017-01-08 07:00:00,28.3477321814255,"1","1",NA,"1051",6405.09416292005,0,1,1,1,"91","241",NA,NA,1
"957","409804",48,2017-01-08 23:12:00,2017-01-08 16:00:00,2017-01-08 14:30:00,28.3477321814255,"1","1",NA,"1030",6680.11140921905,0,1,0,1,"95","322",NA,NA,1
"958","315974",19,2017-01-08 23:08:00,2017-01-08 15:27:00,2017-01-08 14:30:00,35.7838698496957,"2","1","1068","1066",1234.27732469303,0,6,0,1,"100","155",NA,NA,1
"959","533327",10,2017-01-08 17:05:00,2017-01-08 09:15:00,2017-01-08 08:30:00,18.0822743488121,"3","2",NA,"1111",2493.46252558726,0,1,0,1,"67","162","163",NA,2
"960","361488",45,2017-01-08 16:35:00,2017-01-08 09:20:00,2017-01-08 08:00:00,28.2830665870421,"1","1",NA,"1033",6146.29259676066,0,8,0,1,"81","112",NA,NA,1
"962","467022",67,2017-01-08 14:48:00,2017-01-08 07:55:00,2017-01-08 05:00:00,33.6028931533477,"1","2",NA,"1098",6783.55423793895,0,8,0,0,"87","171","172","162",3
"965","319252",57,2017-01-08 19:53:00,2017-01-08 12:50:00,2017-01-08 11:30:00,6,"1","1",NA,"1058",7724.10915705979,0,1,0,1,"74","321","322",NA,2
"973","392448",10,2017-01-08 18:40:00,2017-01-08 10:50:00,2017-01-08 10:30:00,32.9577969049388,"3","1",NA,"1028",5247.44477502117,0,1,0,1,"77","145",NA,NA,1
"975","420913",53,2017-01-08 22:22:00,2017-01-08 15:15:00,2017-01-08 13:00:00,18.4640106649063,"1","2",NA,"1096",6448.87723096209,1,1,0,1,"71","109",NA,NA,1
"976","367893",25,2017-01-08 15:25:00,2017-01-08 07:50:00,2017-01-08 06:00:00,20.1612209978124,"3","2",NA,"4061",3514.05099581148,-1,6,0,1,"96","163","165",NA,2
"978","935522",33,2017-01-08 18:57:00,2017-01-08 11:30:00,2017-01-08 09:30:00,6,"1","2",NA,"1105",5845.06904046064,1,1,0,1,"56","106","109",NA,2
"979","315974",18,2017-01-08 16:57:00,2017-01-08 09:15:00,2017-01-08 07:30:00,27.8636819424874,"1","2",NA,"1068",4156.12656615451,0,6,1,1,"72","109",NA,NA,1
"983","360376",52,2017-01-08 19:08:00,2017-01-08 12:00:00,2017-01-08 11:00:00,5.98372236187924,"2","1","1058","1028",985.118078892677,0,1,0,1,"103","145",NA,NA,1
"984","533386",38,2017-01-08 17:50:00,2017-01-08 10:28:00,2017-01-08 09:00:00,4.48725951993128,"3","2",NA,"1105",3993.06904046064,1,8,0,1,"83","171","172",NA,2
"985","356204",35,2017-01-08 15:35:00,2017-01-08 08:10:00,2017-01-08 07:00:00,27.8636819424874,"1","2",NA,"1103",8600.58982624778,0,1,1,1,"56","104","106",NA,2
"990","948357",40,2017-01-09 17:30:00,2017-01-09 10:10:00,2017-01-09 07:30:00,6,"1","1",NA,"1058",7724.10915705979,0,1,1,1,"95","145","322",NA,2
"991","369535",49,2017-01-09 22:03:00,2017-01-09 14:52:00,2017-01-09 12:30:00,40.3837460475162,"1","2",NA,"1122",4267.36237097407,0,1,0,1,"82","171",NA,NA,1
"992","360376",20,2017-01-09 13:00:00,2017-01-09 05:20:00,2017-01-09 04:30:00,18.138674517292,"3","1",NA,"1028",5247.44477502117,0,1,0,0,"95","112","145",NA,2
"993","375349",41,2017-01-09 23:29:00,2017-01-09 16:10:00,2017-01-09 14:00:00,15.8492359553492,"1","2",NA,"1097",6521.57211451525,0,8,0,1,"73","171","172","165",3
"996","533343",0,2017-01-09 23:40:00,2017-01-09 15:40:00,2017-01-09 15:00:00,30.5812950289336,"3","1",NA,"4032",4454.61486217467,-1,1,0,1,"95","321","451",NA,2
"997","500232",38,2017-01-09 23:22:00,2017-01-09 16:00:00,2017-01-09 14:00:00,6,"1","2",NA,"1074",5247.80073507149,0,1,0,1,"64","163","162",NA,2
"998","533343",42,2017-01-09 14:48:00,2017-01-09 07:30:00,2017-01-09 06:30:00,13.0854798335063,"2","1","1029","4032",683.722202995802,-1,1,0,1,"72","112","322",NA,2
"1000","948357",50,2017-01-09 17:30:00,2017-01-09 10:20:00,2017-01-09 07:30:00,6,"1","1",NA,"1058",7724.10915705979,0,1,1,1,"95","145","322",NA,2
"1003","393088",32,2017-01-09 17:28:00,2017-01-09 10:00:00,2017-01-09 08:30:00,-0.00323974082073434,"1","2",NA,"1075",5128.17639050448,0,1,0,1,"84","162","104",NA,2
"1004","379743",39,2017-01-09 14:21:00,2017-01-09 07:00:00,2017-01-09 05:00:00,28.1535520043286,"1","2",NA,"1101",6768.32423570064,0,1,0,0,"96","109","165",NA,2
"1005","491969",40,2017-01-09 23:40:00,2017-01-09 16:20:00,2017-01-09 15:00:00,46.4129043178975,"1","1",NA,"1048",5841.3286668792,0,8,0,1,"91","145",NA,NA,1
"1007","396869",23,2017-01-09 10:43:00,2017-01-09 03:06:00,2017-01-09 01:30:00,28.3477321814255,"1","2",NA,"1118",3674.00410034526,0,8,0,0,"102","171",NA,NA,1
"1009","999741",43,2017-01-09 15:37:00,2017-01-09 08:20:00,2017-01-09 07:00:00,25.0241117399345,"1","1",NA,"1031",6471.12962920096,0,1,1,1,"83","112","322",NA,2
"1011","467022",35,2017-01-09 18:45:00,2017-01-09 11:20:00,2017-01-09 10:00:00,18.8472922119095,"3","2",NA,"1098",4931.55423793895,0,8,0,1,"61","165","162","171",3
"1014","467022",50,2017-01-09 18:45:00,2017-01-09 11:35:00,2017-01-09 10:00:00,18.8472922119095,"3","2",NA,"1098",4931.55423793895,0,8,0,1,"61","165","162","171",3
"1015","375306",3,2017-01-09 09:20:00,2017-01-09 01:23:00,2017-01-09 01:00:00,15.5894789505052,"3","1",NA,"1061",6223.09688132476,0,6,0,0,"72","163","165",NA,2
"1020","360376",20,2017-01-09 13:00:00,2017-01-09 05:20:00,2017-01-09 04:30:00,18.138674517292,"3","1",NA,"1028",5247.44477502117,0,1,0,0,"95","112","145",NA,2
"1024","322962",26,2017-01-09 16:24:00,2017-01-09 08:50:00,2017-01-09 07:00:00,6.14086193001484,"3","1",NA,"1030",4828.11140921905,0,1,1,1,"91","112","322",NA,2
"1029","379743",39,2017-01-09 14:21:00,2017-01-09 07:00:00,2017-01-09 05:00:00,28.1535520043286,"1","2",NA,"1101",6768.32423570064,0,1,0,0,"96","109","165",NA,2
"1031","304255",8,2017-01-09 15:12:00,2017-01-09 07:20:00,2017-01-09 07:00:00,0.700989965490873,"3","2",NA,"1057",3917.62761257652,0,8,1,1,"100","241",NA,NA,1
"1037","512494",7,2017-01-09 22:23:00,2017-01-09 14:30:00,2017-01-09 14:00:00,3.94993657463766,"3","1",NA,"1042",2919.73486557041,0,1,0,1,"89","241",NA,NA,1
"1038","322318",44,2017-01-09 22:56:00,2017-01-09 15:40:00,2017-01-09 14:00:00,28.3477321814255,"1","1",NA,"1061",8075.09688132476,0,8,0,1,"100","155",NA,NA,1
"1040","375349",51,2017-01-09 23:29:00,2017-01-09 16:20:00,2017-01-09 14:00:00,15.8492359553492,"1","2",NA,"1097",6521.57211451525,0,8,0,1,"73","171","172","165",3
